length_of_association,Income,total_amount_spend
80,74190.0,486.0
82,39356.0,17.0
89,76653.0,1644.0
80,35860.0,27.0
92,84130.0,1644.0
86,73450.0,1644.0
91,31454.0,39.0
83,47139.0,58.0
88,83829.0,1644.0
100,53378.0,655.0
96,19656.0,44.0
89,45579.0,181.0
79,84130.0,1311.0
82,55956.0,952.0
96,64191.0,772.0
101,38808.0,197.0
94,57183.0,540.0
98,23748.0,53.0
95,66303.0,1214.0
85,37368.0,18.0
97,40800.0,59.0
100,71847.0,919.0
86,46149.0,335.0
102,78687.0,1644.0
101,49118.0,1012.0
100,37633.0,37.0
90,39767.0,412.0
99,26997.0,241.0
94,33986.0,38.0
98,57091.0,492.0
92,46831.0,40.0
96,83151.0,1644.0
97,52531.0,597.0
89,18985.5,16.0
90,22804.0,24.0
82,43050.0,65.0
86,42997.0,16.0
81,48918.0,61.0
82,60033.0,139.0
87,34043.0,39.0
91,57811.0,703.0
83,78569.0,1466.0
97,18985.5,28.0
92,84130.0,51.0
95,84130.0,1644.0
83,23148.0,24.0
95,44267.0,256.0
99,71626.0,1088.0
91,60894.0,778.0
94,50200.0,331.0
80,81051.0,1458.0
84,65169.0,1143.0
90,59868.0,1030.0
84,65695.0,592.0
98,64857.0,1497.0
89,45143.0,292.0
87,74805.0,621.0
84,59060.0,222.0
93,27238.0,54.0
88,47009.0,348.0
79,46094.0,37.0
90,40321.0,75.0
84,37235.0,35.0
93,81843.0,1436.0
92,46692.0,297.0
85,77382.0,882.0
101,37774.0,295.0
82,18985.5,46.0
95,72828.0,1459.0
81,24711.0,48.0
88,45503.0,151.0
85,18985.5,108.0
86,71604.0,1024.0
83,27244.0,31.0
98,48752.0,301.0
88,71434.0,1136.0
90,84130.0,1144.0
101,84130.0,643.0
88,51948.0,240.0
93,71853.0,1020.0
81,35876.0,112.0
87,40049.0,26.0
102,39660.0,250.0
80,50127.0,299.0
98,43263.0,329.0
100,62845.0,1144.0
95,18985.5,63.0
94,24367.0,16.0
95,33249.0,56.0
96,26887.0,20.0
91,50150.0,338.0
89,62061.0,732.0
93,84130.0,1301.0
94,76542.0,1440.0
87,70515.0,1054.0
99,18985.5,16.0
84,69139.0,206.0
99,69109.0,1431.0
94,69627.0,778.0
93,38136.0,50.0
81,62159.0,535.0
85,80695.0,1644.0
88,33316.0,115.0
100,58554.0,498.0
86,18985.5,32.0
92,53034.0,386.0
102,52203.0,803.0
90,59601.0,767.0
101,75154.0,918.0
87,47025.0,389.0
86,37971.0,21.0
85,41335.0,168.0
80,67267.0,219.0
81,57338.0,212.0
85,50523.0,83.0
93,35791.0,32.0
100,50611.0,489.0
95,56242.0,875.0
98,48904.0,331.0
85,56243.0,386.0
89,21355.0,32.0
91,57420.0,298.0
81,46390.0,175.0
91,54342.0,139.0
100,20895.0,41.0
84,84130.0,1644.0
89,26907.0,17.0
97,44964.0,39.0
81,75507.0,1280.0
87,53761.0,247.0
88,22682.0,57.0
83,38887.0,39.0
99,41658.0,39.0
80,29791.0,20.0
90,63915.0,774.0
80,39996.0,16.0
83,26759.0,52.0
93,63841.0,770.0
98,51039.0,308.0
101,60544.0,249.0
82,65685.0,705.0
81,37716.0,145.0
102,36864.0,265.0
100,44511.0,699.0
102,36947.0,116.0
94,47352.0,304.0
85,67087.0,716.0
101,57045.0,424.0
101,36957.0,120.0
100,69389.0,736.0
92,80134.0,1610.0
83,43142.0,16.0
84,80589.0,1362.0
95,34412.0,118.0
92,57537.0,437.0
96,22634.0,44.0
83,51315.0,151.0
82,36026.0,40.0
84,24639.0,39.0
81,34578.0,16.0
87,65704.0,563.0
99,63810.0,1258.0
83,54132.0,39.0
97,18985.5,37.0
93,28164.0,58.0
93,34596.0,16.0
88,43269.0,18.0
82,38741.0,42.0
95,31907.0,359.0
94,27100.0,27.0
83,31163.0,26.0
85,84130.0,942.0
85,34853.0,29.0
87,70844.0,225.0
93,31086.0,32.0
101,60544.0,249.0
96,20491.0,18.0
81,42523.0,64.0
95,39922.0,119.0
90,33402.0,57.0
88,36408.0,17.0
101,21645.0,41.0
99,78427.0,1644.0
88,82657.0,1644.0
87,51876.0,256.0
97,78041.0,1142.0
98,52852.0,832.0
87,70038.0,1060.0
82,69401.0,643.0
95,46053.0,177.0
79,77343.0,1049.0
86,73892.0,1406.0
88,40304.0,54.0
101,32727.0,446.0
79,68695.0,1001.0
100,43300.0,148.0
97,26290.0,50.0
83,84130.0,1644.0
101,38410.0,456.0
84,64866.0,541.0
89,57957.0,603.0
81,46015.0,40.0
79,18985.5,28.0
91,28072.0,42.0
91,49476.0,558.0
95,50725.0,528.0
93,83844.0,1352.0
83,41145.0,16.0
96,67419.0,1373.0
85,23162.0,39.0
93,34380.0,150.0
93,34704.0,34.0
101,84130.0,934.0
98,65148.0,950.0
95,39898.0,115.0
98,64857.0,1497.0
87,59892.0,86.0
87,41020.0,174.0
84,57072.0,1004.0
94,60474.0,1001.0
101,62807.0,699.0
87,19414.0,20.0
89,19107.0,25.0
102,75484.0,931.0
95,70379.0,785.0
79,79419.0,1585.0
79,64014.0,436.0
97,76998.0,1644.0
86,49854.0,350.0
91,60585.0,673.0
96,42873.0,252.0
90,84130.0,1644.0
88,57867.0,572.0
85,35765.0,55.0
84,65492.0,913.0
86,32952.0,53.0
101,53374.0,1020.0
99,71706.0,1331.0
96,68487.0,1188.0
96,53253.0,302.0
83,31163.0,26.0
101,42014.0,371.0
99,54108.0,644.0
101,49667.0,1344.0
82,63206.0,894.0
91,57136.0,441.0
99,46772.0,840.0
87,78931.0,756.0
92,53977.0,801.0
84,84130.0,1016.0
101,46098.0,84.0
98,73538.0,1414.0
81,79529.0,1244.0
93,20981.0,30.0
82,51766.0,204.0
98,55759.0,770.0
89,33039.0,58.0
88,37787.0,85.0
99,27242.0,66.0
92,84130.0,1644.0
92,69930.0,1396.0
83,37697.0,72.0
81,37401.0,44.0
93,18985.5,16.0
98,58597.0,684.0
82,82032.0,1052.0
98,28087.0,91.0
83,74004.0,1434.0
94,19740.0,31.0
98,57036.0,1452.0
92,53083.0,258.0
79,69283.0,870.0
101,46098.0,84.0
101,23331.0,48.0
100,23331.0,249.0
85,18985.5,18.0
86,67786.0,1034.0
99,71969.0,1076.0
97,59235.0,1037.0
82,31928.0,65.0
95,74881.0,883.0
98,65819.0,1155.0
92,51411.0,17.0
101,51983.0,756.0
96,42386.0,85.0
89,30390.0,59.0
99,30983.0,117.0
96,66033.0,553.0
94,37284.0,16.0
87,57530.0,84.0
83,76800.0,489.0
101,63943.0,988.0
80,76081.0,800.0
102,67445.0,1083.0
88,37054.0,19.0
99,47175.0,219.0
91,31859.0,16.0
96,27215.0,65.0
90,70179.0,857.0
95,39922.0,119.0
87,49681.0,437.0
99,24645.0,16.0
79,79865.0,633.0
79,44322.0,89.0
96,47958.0,382.0
98,63972.0,1245.0
81,75315.0,787.0
100,55517.0,591.0
94,75283.0,934.0
98,82800.0,1202.0
99,38998.0,49.0
83,84130.0,1644.0
87,27161.0,41.0
101,42014.0,371.0
94,38201.0,256.0
82,45203.0,115.0
81,81574.0,1644.0
91,34935.0,107.0
96,60482.0,469.0
84,34633.0,16.0
85,78093.0,1052.0
86,82460.0,927.0
81,45903.0,53.0
83,81361.0,637.0
80,35860.0,27.0
101,40442.0,134.0
79,61482.0,190.0
94,34968.0,217.0
85,75794.0,1602.0
98,31497.0,150.0
95,74268.0,677.0
101,18985.5,16.0
89,45143.0,292.0
82,52569.0,88.0
99,48432.0,379.0
83,18985.5,39.0
87,36108.0,281.0
100,76445.0,1295.0
81,36663.0,27.0
91,53843.0,485.0
100,84130.0,1644.0
92,70638.0,1259.0
89,44512.0,30.0
83,27116.0,36.0
90,54072.0,39.0
96,71855.0,1001.0
94,51250.0,638.0
82,60432.0,387.0
81,65526.0,497.0
102,68655.0,1382.0
98,18985.5,37.0
89,64509.0,1620.0
90,33955.0,253.0
85,31353.0,23.0
88,55434.0,737.0
87,28359.0,16.0
80,57100.0,283.0
84,69139.0,206.0
99,52973.0,944.0
89,51717.0,116.0
97,18985.5,40.0
100,66664.0,1161.0
96,50664.0,431.0
96,54414.0,167.0
83,54549.0,224.0
101,47111.0,939.0
94,41003.0,469.0
83,19444.0,42.0
87,36301.0,61.0
89,73059.0,942.0
87,42731.0,218.0
82,52854.0,115.0
91,22775.0,16.0
88,46681.0,368.0
94,59821.0,699.0
91,50002.0,540.0
88,69755.0,778.0
79,44078.0,37.0
91,30560.0,19.0
82,35924.0,24.0
88,64140.0,1520.0
99,56386.0,505.0
85,24594.0,20.0
81,75774.0,753.0
93,39228.0,16.0
85,58494.0,377.0
79,58684.0,721.0
92,57136.0,1040.0
81,56551.0,120.0
83,22448.0,35.0
101,82014.0,1317.0
101,34213.0,88.0
93,84130.0,1644.0
90,25358.0,24.0
83,35544.0,62.0
92,36634.0,302.0
84,62670.0,741.0
90,50334.0,544.0
79,72066.0,1644.0
93,50729.0,440.0
92,34916.0,189.0
80,64892.0,813.0
84,43602.0,46.0
88,33996.0,65.0
91,41473.0,64.0
89,63246.0,743.0
85,36732.0,39.0
86,69084.0,1526.0
95,77766.0,1443.0
90,37929.0,253.0
89,84130.0,1354.0
97,80141.0,1644.0
92,72635.0,839.0
98,69016.0,1265.0
98,20193.0,62.0
94,27573.0,214.0
91,18985.5,17.0
95,49544.0,381.0
84,33228.0,62.0
88,70440.0,1382.0
84,38232.0,83.0
99,22554.0,37.0
80,23536.0,16.0
87,49413.0,256.0
82,42231.0,32.0
102,78789.0,1588.0
90,56534.0,769.0
97,58350.0,841.0
90,81217.0,1033.0
90,49090.0,588.0
91,61787.0,1186.0
95,18985.5,16.0
101,24336.0,17.0
97,18985.5,47.0
92,62335.0,676.0
100,42033.0,18.0
95,84130.0,706.0
100,41437.0,31.0
83,73705.0,1481.0
101,61064.0,855.0
82,38452.0,70.0
86,18985.5,49.0
82,55012.0,647.0
100,18985.5,45.0
88,38175.0,147.0
100,58656.0,1184.0
101,52117.0,259.0
85,64813.0,596.0
83,54222.0,245.0
79,83512.0,1644.0
89,77520.0,1380.0
94,41154.0,59.0
99,80398.0,1536.0
80,18985.5,35.0
99,35196.0,271.0
92,60230.0,946.0
80,22108.0,23.0
89,44392.0,170.0
98,55424.0,717.0
96,18985.5,16.0
93,84130.0,1644.0
85,84130.0,1644.0
82,82571.0,1512.0
84,38513.0,306.0
81,18985.5,58.0
99,42586.0,252.0
97,23529.0,32.0
95,74881.0,883.0
95,71107.0,958.0
82,46910.0,62.0
97,18985.5,37.0
93,37244.0,30.0
82,82427.0,1242.0
93,75342.0,419.0
95,70044.0,1476.0
81,79146.0,505.0
86,77437.0,1052.0
80,54984.0,349.0
85,42403.0,34.0
81,55761.0,149.0
93,37292.0,371.0
80,45576.0,106.0
96,70321.0,1159.0
96,58086.0,777.0
99,81795.0,1176.0
98,28389.0,16.0
88,66835.0,875.0
92,69901.0,641.0
95,80360.0,1644.0
99,63342.0,1070.0
101,44989.0,253.0
83,31859.0,29.0
95,51569.0,433.0
97,30372.0,34.0
94,18985.5,23.0
87,41120.0,49.0
90,39763.0,145.0
80,38725.0,39.0
92,77981.0,478.0
88,62905.0,456.0
95,18985.5,31.0
87,59481.0,337.0
89,72117.0,963.0
89,21955.0,30.0
94,67131.0,879.0
79,36802.0,19.0
93,71853.0,1020.0
79,28249.0,19.0
87,47808.0,152.0
100,25509.0,83.0
93,51012.0,176.0
100,70596.0,942.0
92,84130.0,1059.0
82,42664.0,24.0
99,42586.0,252.0
101,29760.0,143.0
100,28973.0,255.0
90,39435.0,89.0
90,65370.0,343.0
97,20194.0,22.0
83,42473.0,115.0
100,64590.0,1262.0
86,71232.0,874.0
97,34600.0,300.0
99,46904.0,213.0
100,49094.0,425.0
85,36075.0,88.0
101,60839.0,972.0
87,77298.0,855.0
90,34026.0,51.0
81,48918.0,61.0
89,82122.0,1257.0
83,37697.0,72.0
90,34074.0,187.0
91,28520.0,21.0
88,62535.0,301.0
81,36273.0,65.0
80,63404.0,841.0
81,75774.0,753.0
79,78416.0,958.0
100,75702.0,1644.0
93,59385.0,145.0
94,37070.0,379.0
84,44689.0,23.0
92,53977.0,801.0
86,18985.5,123.0
92,18985.5,28.0
81,84130.0,1548.0
99,63159.0,1644.0
100,37758.0,39.0
98,46757.0,970.0
79,79734.0,835.0
96,63207.0,1263.0
95,72071.0,1050.0
90,21840.0,26.0
88,58582.0,644.0
90,72282.0,1039.0
89,50387.0,477.0
79,32583.0,16.0
82,62568.0,857.0
87,44635.0,65.0
88,33316.0,115.0
90,63967.0,685.0
101,52513.0,729.0
88,25293.0,26.0
89,54111.0,335.0
95,78394.0,1238.0
92,80739.0,1541.0
92,22669.0,103.0
88,29236.0,81.0
94,44911.0,183.0
95,54693.0,868.0
82,48186.0,178.0
88,54809.0,139.0
98,41580.0,89.0
89,80336.0,844.0
94,47743.0,243.0
102,62972.0,395.0
100,57333.0,1428.0
96,32313.0,148.0
92,84130.0,880.0
81,27071.0,30.0
89,68148.0,900.0
86,65735.0,369.0
101,84130.0,473.0
79,18985.5,16.0
91,30093.0,49.0
84,57705.0,442.0
84,25008.0,24.0
100,83257.0,1191.0
92,22280.0,16.0
99,72159.0,1308.0
97,64260.0,1544.0
88,82733.0,1247.0
89,74290.0,1193.0
98,58217.0,85.0
91,21024.0,64.0
96,70116.0,1449.0
100,54006.0,460.0
99,69063.0,894.0
85,18985.5,16.0
90,61825.0,367.0
87,70886.0,819.0
99,69109.0,1431.0
100,60208.0,597.0
89,32889.0,45.0
80,34738.0,18.0
100,30538.0,344.0
82,82326.0,1644.0
83,26642.0,32.0
91,69932.0,887.0
81,44503.0,40.0
97,60200.0,653.0
81,49638.0,34.0
83,23830.0,19.0
101,33051.0,522.0
84,72905.0,1147.0
95,69702.0,963.0
90,70300.0,1504.0
99,70643.0,1644.0
81,30396.0,21.0
81,50616.0,144.0
92,62772.0,830.0
80,30298.0,27.0
99,52413.0,382.0
84,44155.0,32.0
87,84130.0,1584.0
89,76532.0,652.0
95,42081.0,349.0
101,67546.0,1644.0
81,84130.0,1644.0
96,31158.0,67.0
80,61671.0,704.0
80,69719.0,744.0
87,49160.0,211.0
101,24882.0,44.0
82,84130.0,1543.0
80,84130.0,16.0
91,59292.0,479.0
95,45759.0,64.0
81,22148.0,34.0
82,73395.0,379.0
87,29819.0,36.0
84,45688.0,297.0
93,62820.0,862.0
89,60491.0,933.0
84,33235.0,63.0
94,35701.0,38.0
88,31535.0,32.0
81,84130.0,1212.0
99,67384.0,1330.0
100,80573.0,1457.0
101,77870.0,1632.0
96,52278.0,1024.0
101,57107.0,279.0
95,18985.5,63.0
92,36038.0,38.0
95,20180.0,99.0
97,34230.0,19.0
79,31878.0,42.0
84,70932.0,539.0
99,84130.0,1541.0
88,77598.0,1636.0
97,80982.0,1147.0
89,22701.0,16.0
98,55212.0,1148.0
91,70617.0,1207.0
99,64849.0,1144.0
91,62694.0,567.0
86,61917.0,88.0
88,67472.0,328.0
85,21059.0,33.0
82,29543.0,41.0
94,75903.0,763.0
101,34984.0,30.0
95,54998.0,417.0
98,54356.0,775.0
82,34242.0,16.0
89,25410.0,21.0
84,73356.0,1386.0
96,28320.0,37.0
102,23763.0,34.0
81,72570.0,724.0
101,34529.0,115.0
96,70792.0,1147.0
99,63211.0,1002.0
79,83891.0,716.0
94,36065.0,69.0
95,39898.0,115.0
91,51141.0,151.0
88,56939.0,483.0
80,80872.0,1216.0
102,72335.0,1644.0
86,61798.0,442.0
81,76842.0,1044.0
84,29478.0,18.0
99,46998.0,344.0
93,84130.0,1510.0
81,56551.0,120.0
91,70053.0,744.0
91,71670.0,1606.0
79,44359.0,41.0
93,40887.0,108.0
85,48877.0,120.0
89,74485.0,1636.0
87,64474.0,644.0
83,77226.0,1041.0
95,72643.0,1282.0
84,84130.0,1332.0
95,55686.0,909.0
82,39062.0,32.0
97,34600.0,300.0
94,40794.0,361.0
87,54690.0,171.0
88,18985.5,34.0
102,32632.0,504.0
88,38236.0,78.0
81,36781.0,47.0
98,31385.0,17.0
95,24570.0,135.0
100,25509.0,83.0
83,84130.0,1644.0
92,58646.0,113.0
95,53201.0,388.0
97,21994.0,18.0
96,57113.0,219.0
91,51373.0,250.0
87,23477.0,110.0
81,58116.0,381.0
85,72968.0,1644.0
94,39791.0,140.0
87,84130.0,1644.0
82,84130.0,1575.0
93,18985.5,19.0
80,84130.0,646.0
101,79205.0,823.0
97,56559.0,422.0
96,32644.0,383.0
85,67506.0,228.0
95,24206.0,20.0
85,28420.0,16.0
101,22979.0,72.0
79,33279.0,16.0
88,46423.0,84.0
87,30368.0,50.0
98,63684.0,1291.0
95,41638.0,350.0
88,68805.0,250.0
83,65814.0,698.0
92,71964.0,1644.0
95,39146.0,141.0
90,84130.0,1644.0
96,34445.0,680.0
102,68281.0,1566.0
94,37284.0,16.0
95,36790.0,35.0
93,27943.0,33.0
82,22263.0,19.0
100,30261.0,16.0
83,28587.0,55.0
94,43815.0,57.0
84,48195.0,253.0
84,77027.0,1164.0
95,71322.0,1091.0
83,32765.0,40.0
95,29672.0,16.0
87,23272.0,32.0
101,49912.0,783.0
102,18985.5,52.0
95,68117.0,877.0
86,67225.0,718.0
86,18985.5,39.0
93,55914.0,927.0
88,40059.0,259.0
86,60905.0,337.0
100,75330.0,987.0
92,60689.0,609.0
94,38680.0,62.0
96,61416.0,1526.0
93,49767.0,501.0
100,83273.0,1188.0
86,29009.0,37.0
86,45057.0,47.0
101,37150.0,317.0
86,43020.0,155.0
79,53154.0,150.0
88,65308.0,1097.0
101,76467.0,1473.0
85,81044.0,1084.0
95,32871.0,36.0
88,55801.0,428.0
79,76320.0,844.0
80,36927.0,67.0
79,48794.0,39.0
94,23478.0,73.0
100,71128.0,1584.0
90,70179.0,857.0
97,59462.0,884.0
85,38361.0,115.0
87,70038.0,1060.0
97,42554.0,41.0
102,67445.0,1083.0
97,67046.0,735.0
89,42192.0,87.0
99,77610.0,1631.0
82,31761.0,56.0
87,34350.0,36.0
90,54591.0,486.0
85,71866.0,643.0
88,25293.0,26.0
97,42000.0,559.0
91,69520.0,1282.0
83,64713.0,494.0
91,27889.0,18.0
82,22123.0,64.0
101,27803.0,118.0
99,51651.0,335.0
96,68487.0,1188.0
95,56796.0,917.0
97,84130.0,895.0
82,79823.0,1402.0
88,30828.0,44.0
87,34109.0,17.0
89,53367.0,386.0
87,22390.0,20.0
81,71322.0,293.0
97,79244.0,910.0
101,49912.0,783.0
92,48699.0,39.0
88,80144.0,1067.0
92,54252.0,216.0
100,81929.0,1644.0
98,76068.0,1288.0
82,53204.0,39.0
80,67911.0,948.0
100,18985.5,31.0
83,78128.0,1204.0
95,18985.5,36.0
99,20425.0,24.0
92,58646.0,113.0
97,72967.0,372.0
92,48150.0,217.0
100,82332.0,1644.0
92,58275.0,508.0
97,44953.0,889.0
80,34587.0,20.0
87,43018.0,63.0
90,45736.0,391.0
86,66476.0,947.0
89,27733.0,38.0
84,69805.0,1008.0
94,72217.0,1363.0
99,25818.0,17.0
101,37509.0,110.0
90,25176.0,16.0
101,43586.0,116.0
102,53230.0,482.0
79,50116.0,64.0
88,84130.0,1525.0
90,61286.0,482.0
94,82333.0,1644.0
101,65220.0,1245.0
87,33590.0,16.0
93,30992.0,38.0
95,72309.0,1644.0
89,84130.0,16.0
102,18985.5,26.0
84,65487.0,1006.0
82,58692.0,377.0
88,40590.0,210.0
80,20587.0,16.0
83,62637.0,168.0
102,29435.0,114.0
84,19346.0,16.0
84,35788.0,39.0
96,36997.0,67.0
83,23539.0,55.0
84,65333.0,753.0
86,78499.0,1201.0
82,29732.0,33.0
82,41275.0,50.0
91,63516.0,281.0
87,42769.0,87.0
85,49572.0,52.0
100,69209.0,1606.0
84,18985.5,42.0
88,40590.0,210.0
91,30560.0,19.0
80,32146.0,56.0
81,41713.0,139.0
84,34176.0,24.0
82,58482.0,717.0
84,59686.0,227.0
100,60896.0,1502.0
83,62994.0,288.0
90,47320.0,380.0
92,74859.0,1390.0
87,18985.5,16.0
91,31560.0,87.0
95,72071.0,1050.0
94,84130.0,1008.0
85,84130.0,1046.0
86,41967.0,37.0
83,69263.0,542.0
91,65706.0,1070.0
84,60934.0,726.0
90,71965.0,927.0
82,65210.0,696.0
97,79174.0,1644.0
97,81380.0,1644.0
99,48432.0,379.0
97,52914.0,338.0
87,38946.0,210.0
87,26067.0,42.0
95,44325.0,537.0
81,42523.0,64.0
92,26487.0,32.0
82,53233.0,40.0
97,67716.0,951.0
84,76234.0,866.0
80,84117.0,1495.0
84,65487.0,1006.0
82,25224.0,36.0
95,84130.0,1518.0
95,40851.0,31.0
102,27469.0,16.0
99,82347.0,1644.0
102,73803.0,1328.0
94,18985.5,29.0
81,43322.0,121.0
89,55593.0,436.0
91,50501.0,348.0
79,37085.0,58.0
90,18985.5,53.0
98,57731.0,652.0
99,48432.0,379.0
97,73807.0,717.0
95,18985.5,63.0
99,35893.0,181.0
102,61014.0,1075.0
82,32144.0,51.0
98,18985.5,24.0
90,45146.0,38.0
95,41769.0,494.0
84,84130.0,1543.0
81,38054.0,44.0
100,80617.0,1348.0
90,18985.5,24.0
97,36807.0,16.0
94,28427.0,43.0
82,82032.0,1052.0
91,22775.0,16.0
100,40101.0,329.0
86,58025.0,400.0
91,75777.0,1345.0
93,18985.5,24.0
79,33562.0,45.0
84,57642.0,652.0
100,58554.0,498.0
94,63777.0,583.0
95,57967.0,377.0
80,24434.0,33.0
94,18985.5,60.0
101,44802.0,1019.0
101,26816.0,16.0
92,84130.0,49.0
91,34421.0,19.0
91,61223.0,976.0
79,64014.0,436.0
84,56981.0,1205.0
84,69245.0,752.0
99,52869.0,150.0
